id,contractId,contractType,stockSymbol,buyerMemberId,sellerMemberId,contractQuantity,contractRate,contractAmount,businessDate,tradeBookId,stockId,buyerBrokerName,sellerBrokerName,tradeTime,securityName
619,2.02E+15,,GFCL,42,35,30,830,24900,8/1/2024,118328941,232,Sani Securities Company Ltd.,Kohinoor Investment & Securities Pvt. Ltd.,2024-08-01T13:42:38.718179,Goodwill Finance Limited
618,2.02E+15,,GFCL,50,35,20,830,16600,8/1/2024,118328674,232,Cristal Kanchanjanga Securites Pvt. Ltd.,Kohinoor Investment & Securities Pvt. Ltd.,2024-08-01T13:42:30.989001,Goodwill Finance Limited
617,2.02E+15,,GFCL,35,35,30,830,24900,8/1/2024,118328356,232,Kohinoor Investment & Securities Pvt. Ltd.,Kohinoor Investment & Securities Pvt. Ltd.,2024-08-01T13:42:21.904342,Goodwill Finance Limited
612,2.02E+15,,GFCL,35,35,20,830,16600,8/1/2024,118326092,232,Kohinoor Investment & Securities Pvt. Ltd.,Kohinoor Investment & Securities Pvt. Ltd.,2024-08-01T13:41:24.110673,Goodwill Finance Limited
611,2.02E+15,,GFCL,4,42,2,830,1660,8/1/2024,118325663,232,Opal Securities Investment (PVT) Ltd.,Sani Securities Company Ltd.,2024-08-01T13:41:13.741609,Goodwill Finance Limited
610,2.02E+15,,GFCL,17,42,10,830,8300,8/1/2024,118325662,232,ABC Securities Private Limited,Sani Securities Company Ltd.,2024-08-01T13:41:13.741513,Goodwill Finance Limited
608,2.02E+15,,GFCL,26,42,20,830,16600,8/1/2024,118325400,232,Asian Securities Private Ltd.,Sani Securities Company Ltd.,2024-08-01T13:41:06.289507,Goodwill Finance Limited
607,2.02E+15,,GFCL,50,42,10,830,8300,8/1/2024,118324376,232,Cristal Kanchanjanga Securites Pvt. Ltd.,Sani Securities Company Ltd.,2024-08-01T13:40:46.005552,Goodwill Finance Limited
606,2.02E+15,,GFCL,41,42,25,830,20750,8/1/2024,118324374,232,Linch Stock Market Ltd.,Sani Securities Company Ltd.,2024-08-01T13:40:46.005336,Goodwill Finance Limited
605,2.02E+15,,GFCL,77,41,8,830,6640,8/1/2024,118323611,232,Nabil Stock Dealer Ltd.,Linch Stock Market Ltd.,2024-08-01T13:40:21.926791,Goodwill Finance Limited
602,2.02E+15,,GFCL,66,55,30,830,24900,8/1/2024,118320899,232,Miyo Securities Pvt Ltd,Bhrikuti Stock Broking Co. Pvt. Ltd.,2024-08-01T13:39:02.974236,Goodwill Finance Limited
601,2.02E+15,,GFCL,64,42,20,830,16600,8/1/2024,118320699,232,SUN SECURITIES PVT LTD,Sani Securities Company Ltd.,2024-08-01T13:38:58.518122,Goodwill Finance Limited
600,2.02E+15,,GFCL,14,42,500,830,415000,8/1/2024,118320698,232,Nepal Stock House (PVT) Ltd.,Sani Securities Company Ltd.,2024-08-01T13:38:58.5179,Goodwill Finance Limited
724,2.02E+15,,GFCL,34,43,27,832,22464,8/1/2024,118361508,232,Vision Securities Pvt. Ltd,South Asian Bulls Pvt. Ltd.,2024-08-01T14:00:12.581424,Goodwill Finance Limited
684,2.02E+15,,GFCL,34,42,218,832,181376,8/1/2024,118348817,232,Vision Securities Pvt. Ltd,Sani Securities Company Ltd.,2024-08-01T13:53:23.907311,Goodwill Finance Limited
683,2.02E+15,,GFCL,34,41,55,832,45760,8/1/2024,118348813,232,Vision Securities Pvt. Ltd,Linch Stock Market Ltd.,2024-08-01T13:53:23.907099,Goodwill Finance Limited
682,2.02E+15,,GFCL,36,41,100,832,83200,8/1/2024,118348808,232,Secured Securities Ltd.,Linch Stock Market Ltd.,2024-08-01T13:53:23.815123,Goodwill Finance Limited
681,2.02E+15,,GFCL,45,41,50,832,41600,8/1/2024,118348592,232,Imperial Securities Company Pvt. Ltd.,Linch Stock Market Ltd.,2024-08-01T13:53:17.438367,Goodwill Finance Limited
690,2.02E+15,,GFCL,57,6,50,833,41650,8/1/2024,118349904,232,Aryatara Investment & Securities,Agrawal Securities (PVT) Ltd.,2024-08-01T13:53:46.773429,Goodwill Finance Limited
689,2.02E+15,,GFCL,51,6,100,833,83300,8/1/2024,118349890,232,Oxford Securities Pvt. Ltd.,Agrawal Securities (PVT) Ltd.,2024-08-01T13:53:46.028403,Goodwill Finance Limited
688,2.02E+15,,GFCL,46,6,350,833,291550,8/1/2024,118349528,232,Kalika Securities Pvt. Ltd.,Agrawal Securities (PVT) Ltd.,2024-08-01T13:53:39.236065,Goodwill Finance Limited
687,2.02E+15,,GFCL,46,59,150,833,124950,8/1/2024,118349525,232,Kalika Securities Pvt. Ltd.,Deevyaa Securities & Stock House Pvt. Ltd,2024-08-01T13:53:39.235807,Goodwill Finance Limited
686,2.02E+15,,GFCL,25,59,50,833,41650,8/1/2024,118349422,232,Sweta Securities Private Limited,Deevyaa Securities & Stock House Pvt. Ltd,2024-08-01T13:53:36.861963,Goodwill Finance Limited
685,2.02E+15,,GFCL,57,59,300,833,249900,8/1/2024,118349394,232,Aryatara Investment & Securities,Deevyaa Securities & Stock House Pvt. Ltd,2024-08-01T13:53:36.094939,Goodwill Finance Limited
599,2.02E+15,,GFCL,22,42,100,833,83300,8/1/2024,118319862,232,Siprabi Securities Pvt. Ltd.,Sani Securities Company Ltd.,2024-08-01T13:38:34.529936,Goodwill Finance Limited
598,2.02E+15,,GFCL,16,42,20,833,16660,8/1/2024,118319860,232,Primo Securities (PVT) Ltd.,Sani Securities Company Ltd.,2024-08-01T13:38:34.529673,Goodwill Finance Limited
597,2.02E+15,,GFCL,13,42,20,833,16660,8/1/2024,118319858,232,Thrive Brokerage House Pvt. Ltd,Sani Securities Company Ltd.,2024-08-01T13:38:34.529407,Goodwill Finance Limited
596,2.02E+15,,GFCL,41,42,50,833.2,41660,8/1/2024,118319856,232,Linch Stock Market Ltd.,Sani Securities Company Ltd.,2024-08-01T13:38:34.52913,Goodwill Finance Limited
595,2.02E+15,,GFCL,13,42,10,833.3,8333,8/1/2024,118319854,232,Thrive Brokerage House Pvt. Ltd,Sani Securities Company Ltd.,2024-08-01T13:38:34.52886,Goodwill Finance Limited
723,2.02E+15,,GFCL,17,43,132,834,110088,8/1/2024,118361506,232,ABC Securities Private Limited,South Asian Bulls Pvt. Ltd.,2024-08-01T14:00:12.581191,Goodwill Finance Limited
722,2.02E+15,,GFCL,17,43,368,834,306912,8/1/2024,118361321,232,ABC Securities Private Limited,South Asian Bulls Pvt. Ltd.,2024-08-01T14:00:04.513574,Goodwill Finance Limited
721,2.02E+15,,GFCL,77,43,223,834,185982,8/1/2024,118361320,232,Nabil Stock Dealer Ltd.,South Asian Bulls Pvt. Ltd.,2024-08-01T14:00:04.513082,Goodwill Finance Limited
720,2.02E+15,,GFCL,77,39,177,834,147618,8/1/2024,118361169,232,Nabil Stock Dealer Ltd.,Sumeru Securities Pvt. Ltd.,2024-08-01T13:59:58.512483,Goodwill Finance Limited
695,2.02E+15,,GFCL,77,48,100,834,83400,8/1/2024,118350489,232,Nabil Stock Dealer Ltd.,Trishakti Securities Public Limited,2024-08-01T13:53:59.788896,Goodwill Finance Limited
694,2.02E+15,,GFCL,26,48,100,834,83400,8/1/2024,118350472,232,Asian Securities Private Ltd.,Trishakti Securities Public Limited,2024-08-01T13:53:58.970973,Goodwill Finance Limited
693,2.02E+15,,GFCL,28,42,50,834,41700,8/1/2024,118350402,232,Shree Krishna Securities Ltd.,Sani Securities Company Ltd.,2024-08-01T13:53:57.529886,Goodwill Finance Limited
692,2.02E+15,,GFCL,45,42,30,834,25020,8/1/2024,118350392,232,Imperial Securities Company Pvt. Ltd.,Sani Securities Company Ltd.,2024-08-01T13:53:57.341286,Goodwill Finance Limited
691,2.02E+15,,GFCL,26,42,20,834,16680,8/1/2024,118350274,232,Asian Securities Private Ltd.,Sani Securities Company Ltd.,2024-08-01T13:53:54.942309,Goodwill Finance Limited
594,2.02E+15,,GFCL,45,42,280,834,233520,8/1/2024,118319852,232,Imperial Securities Company Pvt. Ltd.,Sani Securities Company Ltd.,2024-08-01T13:38:34.528448,Goodwill Finance Limited
593,2.02E+15,,GFCL,45,62,220,834,183480,8/1/2024,118319743,232,Imperial Securities Company Pvt. Ltd.,Capital Max Securities Ltd,2024-08-01T13:38:30.872131,Goodwill Finance Limited
592,2.02E+15,,GFCL,57,62,30,834,25020,8/1/2024,118319742,232,Aryatara Investment & Securities,Capital Max Securities Ltd,2024-08-01T13:38:30.871893,Goodwill Finance Limited
730,2.02E+15,,GFCL,58,60,25,834.1,20852.5,8/1/2024,118363223,232,Naasa Securities Co. Ltd.,Nagarik Stock Dealer ,2024-08-01T14:01:06.012029,Goodwill Finance Limited
719,2.02E+15,,GFCL,38,39,323,834.1,269414.3,8/1/2024,118361168,232,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,Sumeru Securities Pvt. Ltd.,2024-08-01T13:59:58.512233,Goodwill Finance Limited
718,2.02E+15,,GFCL,38,52,177,834.1,147635.7,8/1/2024,118361117,232,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,Sundhara Securities Limited,2024-08-01T13:59:56.219407,Goodwill Finance Limited
717,2.02E+15,,GFCL,41,52,150,834.1,125115,8/1/2024,118361116,232,Linch Stock Market Ltd.,Sundhara Securities Limited,2024-08-01T13:59:56.219379,Goodwill Finance Limited
591,2.02E+15,,GFCL,78,3,70,834.1,58387,8/1/2024,118318709,232,Garima Securities Limited,Arun Securities (PVT) Ltd.,2024-08-01T13:37:54.748393,Goodwill Finance Limited
696,2.02E+15,,GFCL,60,34,265,835,221275,8/1/2024,118350735,232,Nagarik Stock Dealer ,Vision Securities Pvt. Ltd,2024-08-01T13:54:05.110703,Goodwill Finance Limited
590,2.02E+15,,GFCL,19,3,50,835,41750,8/1/2024,118318708,232,Nepal Investment And Securities Trading Private Limited,Arun Securities (PVT) Ltd.,2024-08-01T13:37:54.748289,Goodwill Finance Limited
589,2.02E+15,,GFCL,59,3,20,835,16700,8/1/2024,118318706,232,Deevyaa Securities & Stock House Pvt. Ltd,Arun Securities (PVT) Ltd.,2024-08-01T13:37:54.748187,Goodwill Finance Limited
716,2.02E+15,,GFCL,22,52,13,835.1,10856.3,8/1/2024,118361114,232,Siprabi Securities Pvt. Ltd.,Sundhara Securities Limited,2024-08-01T13:59:56.219334,Goodwill Finance Limited
715,2.02E+15,,GFCL,22,3,87,835.1,72653.7,8/1/2024,118360721,232,Siprabi Securities Pvt. Ltd.,Arun Securities (PVT) Ltd.,2024-08-01T13:59:37.982261,Goodwill Finance Limited
588,2.02E+15,,GFCL,22,3,100,835.1,83510,8/1/2024,118318704,232,Siprabi Securities Pvt. Ltd.,Arun Securities (PVT) Ltd.,2024-08-01T13:37:54.748078,Goodwill Finance Limited
587,2.02E+15,,GFCL,58,3,60,835.1,50106,8/1/2024,118318702,232,Naasa Securities Co. Ltd.,Arun Securities (PVT) Ltd.,2024-08-01T13:37:54.747954,Goodwill Finance Limited
714,2.02E+15,,GFCL,16,3,140,835.2,116928,8/1/2024,118360720,232,Primo Securities (PVT) Ltd.,Arun Securities (PVT) Ltd.,2024-08-01T13:59:37.982002,Goodwill Finance Limited
713,2.02E+15,,GFCL,49,60,80,836,66880,8/1/2024,118360615,232,Online Securities Pvt. Ltd.,Nagarik Stock Dealer ,2024-08-01T13:59:33.593215,Goodwill Finance Limited
712,2.02E+15,,GFCL,57,60,188,836,157168,8/1/2024,118360614,232,Aryatara Investment & Securities,Nagarik Stock Dealer ,2024-08-01T13:59:33.593164,Goodwill Finance Limited
711,2.02E+15,,GFCL,57,22,12,836,10032,8/1/2024,118360179,232,Aryatara Investment & Securities,Siprabi Securities Pvt. Ltd.,2024-08-01T13:59:09.138207,Goodwill Finance Limited
698,2.02E+15,,GFCL,60,13,80,837.4,66992,8/1/2024,118350739,232,Nagarik Stock Dealer ,Thrive Brokerage House Pvt. Ltd,2024-08-01T13:54:05.110773,Goodwill Finance Limited
697,2.02E+15,,GFCL,60,62,140,837.4,117236,8/1/2024,118350737,232,Nagarik Stock Dealer ,Capital Max Securities Ltd,2024-08-01T13:54:05.110744,Goodwill Finance Limited
586,2.02E+15,,GFCL,78,36,20,839,16780,8/1/2024,118318190,232,Garima Securities Limited,Secured Securities Ltd.,2024-08-01T13:37:34.745684,Goodwill Finance Limited
585,2.02E+15,,GFCL,34,29,307,839,257573,8/1/2024,118316631,232,Vision Securities Pvt. Ltd,Trisul Securities & Invt. Ltd.,2024-08-01T13:36:43.796993,Goodwill Finance Limited
584,2.02E+15,,GFCL,34,6,100,839,83900,8/1/2024,118314053,232,Vision Securities Pvt. Ltd,Agrawal Securities (PVT) Ltd.,2024-08-01T13:35:21.542942,Goodwill Finance Limited
583,2.02E+15,,GFCL,34,50,93,839,78027,8/1/2024,118313687,232,Vision Securities Pvt. Ltd,Cristal Kanchanjanga Securites Pvt. Ltd.,2024-08-01T13:35:09.662264,Goodwill Finance Limited
699,2.02E+15,,GFCL,60,36,20,839.2,16784,8/1/2024,118350741,232,Nagarik Stock Dealer ,Secured Securities Ltd.,2024-08-01T13:54:05.110794,Goodwill Finance Limited
710,2.02E+15,,GFCL,57,37,200,840,168000,8/1/2024,118359462,232,Aryatara Investment & Securities,Swarna Laxmi Securities Pvt. Ltd.,2024-08-01T13:58:38.309641,Goodwill Finance Limited
709,2.02E+15,,GFCL,77,38,160,840,134400,8/1/2024,118358544,232,Nabil Stock Dealer Ltd.,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,2024-08-01T13:58:04.783616,Goodwill Finance Limited
708,2.02E+15,,GFCL,4,38,40,840,33600,8/1/2024,118357790,232,Opal Securities Investment (PVT) Ltd.,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,2024-08-01T13:57:36.038529,Goodwill Finance Limited
707,2.02E+15,,GFCL,58,38,36,840,30240,8/1/2024,118357788,232,Naasa Securities Co. Ltd.,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,2024-08-01T13:57:35.961724,Goodwill Finance Limited
700,2.02E+15,,GFCL,60,49,60,840,50400,8/1/2024,118350744,232,Nagarik Stock Dealer ,Online Securities Pvt. Ltd.,2024-08-01T13:54:05.110819,Goodwill Finance Limited
582,2.02E+15,,GFCL,34,14,20,840,16800,8/1/2024,118313448,232,Vision Securities Pvt. Ltd,Nepal Stock House (PVT) Ltd.,2024-08-01T13:34:59.103121,Goodwill Finance Limited
581,2.02E+15,,GFCL,33,14,400,840,336000,8/1/2024,118313446,232,Dakshinkali Investment & Securities Pvt. Ltd.,Nepal Stock House (PVT) Ltd.,2024-08-01T13:34:59.102888,Goodwill Finance Limited
580,2.02E+15,,GFCL,33,87,500,840,420000,8/1/2024,118313411,232,Dakshinkali Investment & Securities Pvt. Ltd.,S.P.S.A. Securities Limited,2024-08-01T13:34:58.472281,Goodwill Finance Limited
579,2.02E+15,,GFCL,33,57,100,840,84000,8/1/2024,118312917,232,Dakshinkali Investment & Securities Pvt. Ltd.,Aryatara Investment & Securities,2024-08-01T13:34:42.713773,Goodwill Finance Limited
578,2.02E+15,,GFCL,50,57,100,840,84000,8/1/2024,118312916,232,Cristal Kanchanjanga Securites Pvt. Ltd.,Aryatara Investment & Securities,2024-08-01T13:34:42.713687,Goodwill Finance Limited
577,2.02E+15,,GFCL,37,57,100,840,84000,8/1/2024,118312914,232,Swarna Laxmi Securities Pvt. Ltd.,Aryatara Investment & Securities,2024-08-01T13:34:42.713485,Goodwill Finance Limited
576,2.02E+15,,GFCL,13,4,27,840,22680,8/1/2024,118311976,232,Thrive Brokerage House Pvt. Ltd,Opal Securities Investment (PVT) Ltd.,2024-08-01T13:34:09.5277,Goodwill Finance Limited
575,2.02E+15,,GFCL,13,16,23,840,19320,8/1/2024,118311799,232,Thrive Brokerage House Pvt. Ltd,Primo Securities (PVT) Ltd.,2024-08-01T13:34:03.849804,Goodwill Finance Limited
574,2.02E+15,,GFCL,41,16,100,840,84000,8/1/2024,118311798,232,Linch Stock Market Ltd.,Primo Securities (PVT) Ltd.,2024-08-01T13:34:03.849719,Goodwill Finance Limited
573,2.02E+15,,GFCL,13,16,250,840,210000,8/1/2024,118311796,232,Thrive Brokerage House Pvt. Ltd,Primo Securities (PVT) Ltd.,2024-08-01T13:34:03.849631,Goodwill Finance Limited
572,2.02E+15,,GFCL,6,16,100,840,84000,8/1/2024,118311794,232,Agrawal Securities (PVT) Ltd.,Primo Securities (PVT) Ltd.,2024-08-01T13:34:03.849524,Goodwill Finance Limited
571,2.02E+15,,GFCL,20,16,100,840,84000,8/1/2024,118311792,232,Sipla Securities Private Limited,Primo Securities (PVT) Ltd.,2024-08-01T13:34:03.849439,Goodwill Finance Limited
570,2.02E+15,,GFCL,58,16,50,840,42000,8/1/2024,118311790,232,Naasa Securities Co. Ltd.,Primo Securities (PVT) Ltd.,2024-08-01T13:34:03.84935,Goodwill Finance Limited
293,2.02E+15,,GFCL,34,47,9,840,7560,8/1/2024,118162799,232,Vision Securities Pvt. Ltd,Neev Securities Pvt. Ltd.,2024-08-01T12:07:38.158614,Goodwill Finance Limited
704,2.02E+15,,GFCL,29,49,100,841,84100,8/1/2024,118357061,232,Trisul Securities & Invt. Ltd.,Online Securities Pvt. Ltd.,2024-08-01T13:57:10.223592,Goodwill Finance Limited
703,2.02E+15,,GFCL,29,22,190,841,159790,8/1/2024,118357059,232,Trisul Securities & Invt. Ltd.,Siprabi Securities Pvt. Ltd.,2024-08-01T13:57:10.223133,Goodwill Finance Limited
702,2.02E+15,,GFCL,49,3,30,841,25230,8/1/2024,118352671,232,Online Securities Pvt. Ltd.,Arun Securities (PVT) Ltd.,2024-08-01T13:54:51.494237,Goodwill Finance Limited
701,2.02E+15,,GFCL,49,36,10,841,8410,8/1/2024,118351843,232,Online Securities Pvt. Ltd.,Secured Securities Ltd.,2024-08-01T13:54:32.438014,Goodwill Finance Limited
569,2.02E+15,,GFCL,45,16,100,841,84100,8/1/2024,118311788,232,Imperial Securities Company Pvt. Ltd.,Primo Securities (PVT) Ltd.,2024-08-01T13:34:03.849256,Goodwill Finance Limited
568,2.02E+15,,GFCL,19,16,50,841,42050,8/1/2024,118311786,232,Nepal Investment And Securities Trading Private Limited,Primo Securities (PVT) Ltd.,2024-08-01T13:34:03.849167,Goodwill Finance Limited
567,2.02E+15,,GFCL,34,16,50,841,42050,8/1/2024,118311784,232,Vision Securities Pvt. Ltd,Primo Securities (PVT) Ltd.,2024-08-01T13:34:03.849077,Goodwill Finance Limited
705,2.02E+15,,GFCL,29,49,100,841.9,84190,8/1/2024,118357063,232,Trisul Securities & Invt. Ltd.,Online Securities Pvt. Ltd.,2024-08-01T13:57:10.223885,Goodwill Finance Limited
706,2.02E+15,,GFCL,29,60,110,842,92620,8/1/2024,118357066,232,Trisul Securities & Invt. Ltd.,Nagarik Stock Dealer ,2024-08-01T13:57:10.224188,Goodwill Finance Limited
566,2.02E+15,,GFCL,52,16,100,842,84200,8/1/2024,118311782,232,Sundhara Securities Limited,Primo Securities (PVT) Ltd.,2024-08-01T13:34:03.848982,Goodwill Finance Limited
565,2.02E+15,,GFCL,22,16,77,842.2,64849.4,8/1/2024,118311780,232,Siprabi Securities Pvt. Ltd.,Primo Securities (PVT) Ltd.,2024-08-01T13:34:03.848761,Goodwill Finance Limited
505,2.02E+15,,GFCL,22,38,23,842.2,19370.6,8/1/2024,118271061,232,Siprabi Securities Pvt. Ltd.,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,2024-08-01T13:07:37.6483,Goodwill Finance Limited
506,2.02E+15,,GFCL,34,41,30,842.3,25269,8/1/2024,118271871,232,Vision Securities Pvt. Ltd,Linch Stock Market Ltd.,2024-08-01T13:08:06.175835,Goodwill Finance Limited
504,2.02E+15,,GFCL,45,38,77,842.3,64857.1,8/1/2024,118271060,232,Imperial Securities Company Pvt. Ltd.,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,2024-08-01T13:07:37.648234,Goodwill Finance Limited
503,2.02E+15,,GFCL,45,28,12,842.3,10107.6,8/1/2024,118270431,232,Imperial Securities Company Pvt. Ltd.,Shree Krishna Securities Ltd.,2024-08-01T13:07:10.033142,Goodwill Finance Limited
564,2.02E+15,,GFCL,45,50,30,842.4,25272,8/1/2024,118311448,232,Imperial Securities Company Pvt. Ltd.,Cristal Kanchanjanga Securites Pvt. Ltd.,2024-08-01T13:33:51.002051,Goodwill Finance Limited
502,2.02E+15,,GFCL,58,28,30,842.8,25284,8/1/2024,118270430,232,Naasa Securities Co. Ltd.,Shree Krishna Securities Ltd.,2024-08-01T13:07:10.033062,Goodwill Finance Limited
563,2.02E+15,,GFCL,35,50,70,843,59010,8/1/2024,118310946,232,Kohinoor Investment & Securities Pvt. Ltd.,Cristal Kanchanjanga Securites Pvt. Ltd.,2024-08-01T13:33:35.896147,Goodwill Finance Limited
562,2.02E+15,,GFCL,35,33,30,843,25290,8/1/2024,118310433,232,Kohinoor Investment & Securities Pvt. Ltd.,Dakshinkali Investment & Securities Pvt. Ltd.,2024-08-01T13:33:16.900489,Goodwill Finance Limited
561,2.02E+15,,GFCL,17,33,100,843,84300,8/1/2024,118310432,232,ABC Securities Private Limited,Dakshinkali Investment & Securities Pvt. Ltd.,2024-08-01T13:33:16.900222,Goodwill Finance Limited
560,2.02E+15,,GFCL,44,33,50,843,42150,8/1/2024,118310430,232,Dynamic Money Managers Securities Pvt. Ltd.,Dakshinkali Investment & Securities Pvt. Ltd.,2024-08-01T13:33:16.899947,Goodwill Finance Limited
559,2.02E+15,,GFCL,57,33,10,843,8430,8/1/2024,118310428,232,Aryatara Investment & Securities,Dakshinkali Investment & Securities Pvt. Ltd.,2024-08-01T13:33:16.899653,Goodwill Finance Limited
558,2.02E+15,,GFCL,16,33,300,843.1,252930,8/1/2024,118310426,232,Primo Securities (PVT) Ltd.,Dakshinkali Investment & Securities Pvt. Ltd.,2024-08-01T13:33:16.89939,Goodwill Finance Limited
557,2.02E+15,,GFCL,26,33,10,844,8440,8/1/2024,118310424,232,Asian Securities Private Ltd.,Dakshinkali Investment & Securities Pvt. Ltd.,2024-08-01T13:33:16.898964,Goodwill Finance Limited
556,2.02E+15,,GFCL,77,33,92,844,77648,8/1/2024,118309741,232,Nabil Stock Dealer Ltd.,Dakshinkali Investment & Securities Pvt. Ltd.,2024-08-01T13:32:54.725171,Goodwill Finance Limited
555,2.02E+15,,GFCL,50,33,50,844,42200,8/1/2024,118309740,232,Cristal Kanchanjanga Securites Pvt. Ltd.,Dakshinkali Investment & Securities Pvt. Ltd.,2024-08-01T13:32:54.725063,Goodwill Finance Limited
554,2.02E+15,,GFCL,6,33,20,844,16880,8/1/2024,118309738,232,Agrawal Securities (PVT) Ltd.,Dakshinkali Investment & Securities Pvt. Ltd.,2024-08-01T13:32:54.724959,Goodwill Finance Limited
553,2.02E+15,,GFCL,53,33,50,844,42200,8/1/2024,118309736,232,Investment Management Nepal Pvt. Ltd.,Dakshinkali Investment & Securities Pvt. Ltd.,2024-08-01T13:32:54.724867,Goodwill Finance Limited
548,2.02E+15,,GFCL,53,32,250,844,211000,8/1/2024,118303127,232,Investment Management Nepal Pvt. Ltd.,Premier Securities Company Ltd.,2024-08-01T13:29:39.263539,Goodwill Finance Limited
501,2.02E+15,,GFCL,45,28,50,844,42200,8/1/2024,118270428,232,Imperial Securities Company Pvt. Ltd.,Shree Krishna Securities Ltd.,2024-08-01T13:07:10.032972,Goodwill Finance Limited
500,2.02E+15,,GFCL,48,28,30,844,25320,8/1/2024,118270426,232,Trishakti Securities Public Limited,Shree Krishna Securities Ltd.,2024-08-01T13:07:10.032896,Goodwill Finance Limited
552,2.02E+15,,GFCL,58,33,30,844.1,25323,8/1/2024,118309734,232,Naasa Securities Co. Ltd.,Dakshinkali Investment & Securities Pvt. Ltd.,2024-08-01T13:32:54.724649,Goodwill Finance Limited
551,2.02E+15,,GFCL,58,58,30,844.1,25323,8/1/2024,118307829,232,Naasa Securities Co. Ltd.,Naasa Securities Co. Ltd.,2024-08-01T13:32:07.872873,Goodwill Finance Limited
547,2.02E+15,,GFCL,58,32,50,844.1,42205,8/1/2024,118303126,232,Naasa Securities Co. Ltd.,Premier Securities Company Ltd.,2024-08-01T13:29:39.263455,Goodwill Finance Limited
550,2.02E+15,,GFCL,50,14,20,845,16900,8/1/2024,118307070,232,Cristal Kanchanjanga Securites Pvt. Ltd.,Nepal Stock House (PVT) Ltd.,2024-08-01T13:31:45.554259,Goodwill Finance Limited
549,2.02E+15,,GFCL,50,17,30,845,25350,8/1/2024,118303757,232,Cristal Kanchanjanga Securites Pvt. Ltd.,ABC Securities Private Limited,2024-08-01T13:30:04.98161,Goodwill Finance Limited
545,2.02E+15,,GFCL,59,32,20,845,16900,8/1/2024,118301730,232,Deevyaa Securities & Stock House Pvt. Ltd,Premier Securities Company Ltd.,2024-08-01T13:28:47.701207,Goodwill Finance Limited
544,2.02E+15,,GFCL,17,32,400,845,338000,8/1/2024,118300952,232,ABC Securities Private Limited,Premier Securities Company Ltd.,2024-08-01T13:28:18.518646,Goodwill Finance Limited
543,2.02E+15,,GFCL,13,32,50,845,42250,8/1/2024,118300950,232,Thrive Brokerage House Pvt. Ltd,Premier Securities Company Ltd.,2024-08-01T13:28:18.518521,Goodwill Finance Limited
542,2.02E+15,,GFCL,14,32,10,845,8450,8/1/2024,118300948,232,Nepal Stock House (PVT) Ltd.,Premier Securities Company Ltd.,2024-08-01T13:28:18.518406,Goodwill Finance Limited
541,2.02E+15,,GFCL,33,32,500,845,422500,8/1/2024,118300946,232,Dakshinkali Investment & Securities Pvt. Ltd.,Premier Securities Company Ltd.,2024-08-01T13:28:18.518194,Goodwill Finance Limited
499,2.02E+15,,GFCL,37,28,50,845,42250,8/1/2024,118270424,232,Swarna Laxmi Securities Pvt. Ltd.,Shree Krishna Securities Ltd.,2024-08-01T13:07:10.032819,Goodwill Finance Limited
498,2.02E+15,,GFCL,57,28,70,845,59150,8/1/2024,118270422,232,Aryatara Investment & Securities,Shree Krishna Securities Ltd.,2024-08-01T13:07:10.032739,Goodwill Finance Limited
497,2.02E+15,,GFCL,6,28,250,845,211250,8/1/2024,118270420,232,Agrawal Securities (PVT) Ltd.,Shree Krishna Securities Ltd.,2024-08-01T13:07:10.032663,Goodwill Finance Limited
496,2.02E+15,,GFCL,56,28,58,845,49010,8/1/2024,118270418,232,Sri Hari Securities Pvt. Ltd.,Shree Krishna Securities Ltd.,2024-08-01T13:07:10.032581,Goodwill Finance Limited
267,2.02E+15,,GFCL,71,46,4,845,3380,8/1/2024,118149463,232,SHUBHAKAMANA SECURITIES PVT. LTD,Kalika Securities Pvt. Ltd.,2024-08-01T11:58:31.042973,Goodwill Finance Limited
12,2.02E+15,,GFCL,56,38,242,845,204490,8/1/2024,118029305,232,Sri Hari Securities Pvt. Ltd.,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,2024-08-01T11:01:17.606885,Goodwill Finance Limited
495,2.02E+15,,GFCL,33,28,200,845.1,169020,8/1/2024,118270416,232,Dakshinkali Investment & Securities Pvt. Ltd.,Shree Krishna Securities Ltd.,2024-08-01T13:07:10.032485,Goodwill Finance Limited
491,2.02E+15,,GFCL,33,44,100,845.1,84510,8/1/2024,118266667,232,Dakshinkali Investment & Securities Pvt. Ltd.,Dynamic Money Managers Securities Pvt. Ltd.,2024-08-01T13:04:42.106407,Goodwill Finance Limited
490,2.02E+15,,GFCL,33,45,150,845.1,126765,8/1/2024,118266589,232,Dakshinkali Investment & Securities Pvt. Ltd.,Imperial Securities Company Pvt. Ltd.,2024-08-01T13:04:39.258509,Goodwill Finance Limited
489,2.02E+15,,GFCL,33,45,50,845.1,42255,8/1/2024,118265639,232,Dakshinkali Investment & Securities Pvt. Ltd.,Imperial Securities Company Pvt. Ltd.,2024-08-01T13:04:00.384219,Goodwill Finance Limited
