id,contractId,contractType,stockSymbol,buyerMemberId,sellerMemberId,contractQuantity,contractRate,contractAmount,businessDate,tradeBookId,stockId,buyerBrokerName,sellerBrokerName,tradeTime,securityName
913,2.02E+15,,GFCL,38,1,200,796.2,159240,8/1/2024,118388449,232,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,Kumari Securities Private Limited,2024-08-01T14:17:08.177529,Goodwill Finance Limited
912,2.02E+15,,GFCL,45,1,370,796.3,294631,8/1/2024,118388448,232,Imperial Securities Company Pvt. Ltd.,Kumari Securities Private Limited,2024-08-01T14:17:08.177267,Goodwill Finance Limited
906,2.02E+15,,GFCL,45,32,130,796.3,103519,8/1/2024,118388239,232,Imperial Securities Company Pvt. Ltd.,Premier Securities Company Ltd.,2024-08-01T14:16:55.461887,Goodwill Finance Limited
911,2.02E+15,,GFCL,21,1,930,796.4,740652,8/1/2024,118388446,232,Midas Stock Broking Company Private Limited,Kumari Securities Private Limited,2024-08-01T14:17:08.176872,Goodwill Finance Limited
910,2.02E+15,,GFCL,21,61,70,796.4,55748,8/1/2024,118388349,232,Midas Stock Broking Company Private Limited,BHOLE GANESH SECURITIES LTD,2024-08-01T14:17:02.032989,Goodwill Finance Limited
909,2.02E+15,,GFCL,11,61,200,796.4,159280,8/1/2024,118388348,232,Malla & Malla Stock Broking Company Pvt. Limited,BHOLE GANESH SECURITIES LTD,2024-08-01T14:17:02.032898,Goodwill Finance Limited
915,2.02E+15,,GFCL,35,49,20,797,15940,8/1/2024,118388510,232,Kohinoor Investment & Securities Pvt. Ltd.,Online Securities Pvt. Ltd.,2024-08-01T14:17:11.738949,Goodwill Finance Limited
914,2.02E+15,,GFCL,41,49,100,797,79700,8/1/2024,118388480,232,Linch Stock Market Ltd.,Online Securities Pvt. Ltd.,2024-08-01T14:17:09.563943,Goodwill Finance Limited
905,2.02E+15,,GFCL,35,32,50,797,39850,8/1/2024,118388238,232,Kohinoor Investment & Securities Pvt. Ltd.,Premier Securities Company Ltd.,2024-08-01T14:16:55.461861,Goodwill Finance Limited
904,2.02E+15,,GFCL,51,32,20,797,15940,8/1/2024,118388236,232,Oxford Securities Pvt. Ltd.,Premier Securities Company Ltd.,2024-08-01T14:16:55.461822,Goodwill Finance Limited
908,2.02E+15,,GFCL,59,61,20,799,15980,8/1/2024,118388346,232,Deevyaa Securities & Stock House Pvt. Ltd,BHOLE GANESH SECURITIES LTD,2024-08-01T14:17:02.032695,Goodwill Finance Limited
907,2.02E+15,,GFCL,25,45,400,799,319600,8/1/2024,118388290,232,Sweta Securities Private Limited,Imperial Securities Company Pvt. Ltd.,2024-08-01T14:16:59.003938,Goodwill Finance Limited
903,2.02E+15,,GFCL,40,45,100,799,79900,8/1/2024,118388010,232,Creative Securities Pvt Ltd,Imperial Securities Company Pvt. Ltd.,2024-08-01T14:16:47.80848,Goodwill Finance Limited
902,2.02E+15,,GFCL,34,55,294,799,234906,8/1/2024,118387739,232,Vision Securities Pvt. Ltd,Bhrikuti Stock Broking Co. Pvt. Ltd.,2024-08-01T14:16:38.137776,Goodwill Finance Limited
896,2.02E+15,,GFCL,34,55,300,799,239700,8/1/2024,118387299,232,Vision Securities Pvt. Ltd,Bhrikuti Stock Broking Co. Pvt. Ltd.,2024-08-01T14:16:17.948374,Goodwill Finance Limited
895,2.02E+15,,GFCL,55,55,100,799,79900,8/1/2024,118387298,232,Bhrikuti Stock Broking Co. Pvt. Ltd.,Bhrikuti Stock Broking Co. Pvt. Ltd.,2024-08-01T14:16:17.948159,Goodwill Finance Limited
920,2.02E+15,,GFCL,45,14,42,799.9,33595.8,8/1/2024,118389773,232,Imperial Securities Company Pvt. Ltd.,Nepal Stock House (PVT) Ltd.,2024-08-01T14:17:57.375468,Goodwill Finance Limited
919,2.02E+15,,GFCL,59,14,300,799.9,239970,8/1/2024,118389710,232,Deevyaa Securities & Stock House Pvt. Ltd,Nepal Stock House (PVT) Ltd.,2024-08-01T14:17:56.49205,Goodwill Finance Limited
918,2.02E+15,,GFCL,39,14,200,799.9,159980,8/1/2024,118389064,232,Sumeru Securities Pvt. Ltd.,Nepal Stock House (PVT) Ltd.,2024-08-01T14:17:31.905351,Goodwill Finance Limited
901,2.02E+15,,GFCL,54,14,20,799.9,15998,8/1/2024,118387702,232,Sewa Securities Pvt. Ltd.,Nepal Stock House (PVT) Ltd.,2024-08-01T14:16:35.347059,Goodwill Finance Limited
900,2.02E+15,,GFCL,5,14,100,799.9,79990,8/1/2024,118387602,232,Market Securities & Exchange (PVT) Ltd.,Nepal Stock House (PVT) Ltd.,2024-08-01T14:16:32.231241,Goodwill Finance Limited
899,2.02E+15,,GFCL,59,14,180,799.9,143982,8/1/2024,118387574,232,Deevyaa Securities & Stock House Pvt. Ltd,Nepal Stock House (PVT) Ltd.,2024-08-01T14:16:30.74143,Goodwill Finance Limited
921,2.02E+15,,GFCL,45,51,10,800,8000,8/1/2024,118390243,232,Imperial Securities Company Pvt. Ltd.,Oxford Securities Pvt. Ltd.,2024-08-01T14:18:22.430623,Goodwill Finance Limited
917,2.02E+15,,GFCL,34,14,158,800,126400,8/1/2024,118389056,232,Vision Securities Pvt. Ltd,Nepal Stock House (PVT) Ltd.,2024-08-01T14:17:31.843335,Goodwill Finance Limited
916,2.02E+15,,GFCL,34,71,142,800,113600,8/1/2024,118389015,232,Vision Securities Pvt. Ltd,SHUBHAKAMANA SECURITIES PVT. LTD,2024-08-01T14:17:29.914944,Goodwill Finance Limited
898,2.02E+15,,GFCL,5,71,100,800,80000,8/1/2024,118387476,232,Market Securities & Exchange (PVT) Ltd.,SHUBHAKAMANA SECURITIES PVT. LTD,2024-08-01T14:16:25.157855,Goodwill Finance Limited
897,2.02E+15,,GFCL,58,71,10,800,8000,8/1/2024,118387362,232,Naasa Securities Co. Ltd.,SHUBHAKAMANA SECURITIES PVT. LTD,2024-08-01T14:16:20.492694,Goodwill Finance Limited
894,2.02E+15,,GFCL,14,71,100,800,80000,8/1/2024,118387194,232,Nepal Stock House (PVT) Ltd.,SHUBHAKAMANA SECURITIES PVT. LTD,2024-08-01T14:16:11.795401,Goodwill Finance Limited
893,2.02E+15,,GFCL,41,4,500,800,400000,8/1/2024,118387010,232,Linch Stock Market Ltd.,Opal Securities Investment (PVT) Ltd.,2024-08-01T14:16:03.269625,Goodwill Finance Limited
892,2.02E+15,,GFCL,34,4,100,800,80000,8/1/2024,118386980,232,Vision Securities Pvt. Ltd,Opal Securities Investment (PVT) Ltd.,2024-08-01T14:16:01.79581,Goodwill Finance Limited
891,2.02E+15,,GFCL,14,4,50,800,40000,8/1/2024,118386908,232,Nepal Stock House (PVT) Ltd.,Opal Securities Investment (PVT) Ltd.,2024-08-01T14:15:58.628824,Goodwill Finance Limited
890,2.02E+15,,GFCL,59,4,1000,800,800000,8/1/2024,118386906,232,Deevyaa Securities & Stock House Pvt. Ltd,Opal Securities Investment (PVT) Ltd.,2024-08-01T14:15:58.628718,Goodwill Finance Limited
889,2.02E+15,,GFCL,52,4,56,800,44800,8/1/2024,118386904,232,Sundhara Securities Limited,Opal Securities Investment (PVT) Ltd.,2024-08-01T14:15:58.628625,Goodwill Finance Limited
888,2.02E+15,,GFCL,45,4,50,800,40000,8/1/2024,118386902,232,Imperial Securities Company Pvt. Ltd.,Opal Securities Investment (PVT) Ltd.,2024-08-01T14:15:58.628535,Goodwill Finance Limited
887,2.02E+15,,GFCL,39,4,1000,801,801000,8/1/2024,118386900,232,Sumeru Securities Pvt. Ltd.,Opal Securities Investment (PVT) Ltd.,2024-08-01T14:15:58.628446,Goodwill Finance Limited
886,2.02E+15,,GFCL,45,4,30,802,24060,8/1/2024,118386898,232,Imperial Securities Company Pvt. Ltd.,Opal Securities Investment (PVT) Ltd.,2024-08-01T14:15:58.628331,Goodwill Finance Limited
885,2.02E+15,,GFCL,16,4,20,803.6,16072,8/1/2024,118386896,232,Primo Securities (PVT) Ltd.,Opal Securities Investment (PVT) Ltd.,2024-08-01T14:15:58.628217,Goodwill Finance Limited
1252,2.02E+15,,GFCL,37,10,52,804,41808,8/1/2024,118486042,232,Swarna Laxmi Securities Pvt. Ltd.,Pragyan Securities (PVT) Ltd.,2024-08-01T14:59:58.707874,Goodwill Finance Limited
1029,2.02E+15,,GFCL,37,39,300,804,241200,8/1/2024,118414837,232,Swarna Laxmi Securities Pvt. Ltd.,Sumeru Securities Pvt. Ltd.,2024-08-01T14:34:30.77833,Goodwill Finance Limited
884,2.02E+15,,GFCL,6,4,40,804,32160,8/1/2024,118386894,232,Agrawal Securities (PVT) Ltd.,Opal Securities Investment (PVT) Ltd.,2024-08-01T14:15:58.628118,Goodwill Finance Limited
883,2.02E+15,,GFCL,4,4,10,804.6,8046,8/1/2024,118386892,232,Opal Securities Investment (PVT) Ltd.,Opal Securities Investment (PVT) Ltd.,2024-08-01T14:15:58.628013,Goodwill Finance Limited
1251,2.02E+15,,GFCL,32,10,252,805,202860,8/1/2024,118486040,232,Premier Securities Company Ltd.,Pragyan Securities (PVT) Ltd.,2024-08-01T14:59:58.707841,Goodwill Finance Limited
1249,2.02E+15,,GFCL,32,45,48,805,38640,8/1/2024,118484507,232,Premier Securities Company Ltd.,Imperial Securities Company Pvt. Ltd.,2024-08-01T14:59:50.798277,Goodwill Finance Limited
1248,2.02E+15,,GFCL,62,45,10,805,8050,8/1/2024,118484506,232,Capital Max Securities Ltd,Imperial Securities Company Pvt. Ltd.,2024-08-01T14:59:50.798159,Goodwill Finance Limited
1247,2.02E+15,,GFCL,19,45,10,805,8050,8/1/2024,118484504,232,Nepal Investment And Securities Trading Private Limited,Imperial Securities Company Pvt. Ltd.,2024-08-01T14:59:50.798041,Goodwill Finance Limited
1246,2.02E+15,,GFCL,1,45,100,805,80500,8/1/2024,118484502,232,Kumari Securities Private Limited,Imperial Securities Company Pvt. Ltd.,2024-08-01T14:59:50.797929,Goodwill Finance Limited
1245,2.02E+15,,GFCL,42,45,200,805,161000,8/1/2024,118484500,232,Sani Securities Company Ltd.,Imperial Securities Company Pvt. Ltd.,2024-08-01T14:59:50.79782,Goodwill Finance Limited
1244,2.02E+15,,GFCL,13,45,10,805,8050,8/1/2024,118484498,232,Thrive Brokerage House Pvt. Ltd,Imperial Securities Company Pvt. Ltd.,2024-08-01T14:59:50.797713,Goodwill Finance Limited
1243,2.02E+15,,GFCL,45,45,120,805,96600,8/1/2024,118484496,232,Imperial Securities Company Pvt. Ltd.,Imperial Securities Company Pvt. Ltd.,2024-08-01T14:59:50.79761,Goodwill Finance Limited
1028,2.02E+15,,GFCL,56,39,100,805,80500,8/1/2024,118414836,232,Sri Hari Securities Pvt. Ltd.,Sumeru Securities Pvt. Ltd.,2024-08-01T14:34:30.778054,Goodwill Finance Limited
1027,2.02E+15,,GFCL,5,4,97,805,78085,8/1/2024,118414103,232,Market Securities & Exchange (PVT) Ltd.,Opal Securities Investment (PVT) Ltd.,2024-08-01T14:34:11.734173,Goodwill Finance Limited
1026,2.02E+15,,GFCL,42,4,72,805,57960,8/1/2024,118414102,232,Sani Securities Company Ltd.,Opal Securities Investment (PVT) Ltd.,2024-08-01T14:34:11.734057,Goodwill Finance Limited
932,2.02E+15,,GFCL,42,45,428,805,344540,8/1/2024,118392123,232,Sani Securities Company Ltd.,Imperial Securities Company Pvt. Ltd.,2024-08-01T14:19:51.416111,Goodwill Finance Limited
931,2.02E+15,,GFCL,35,45,100,805,80500,8/1/2024,118392122,232,Kohinoor Investment & Securities Pvt. Ltd.,Imperial Securities Company Pvt. Ltd.,2024-08-01T14:19:51.415919,Goodwill Finance Limited
882,2.02E+15,,GFCL,25,4,100,805,80500,8/1/2024,118386890,232,Sweta Securities Private Limited,Opal Securities Investment (PVT) Ltd.,2024-08-01T14:15:58.627911,Goodwill Finance Limited
881,2.02E+15,,GFCL,55,4,100,805,80500,8/1/2024,118386888,232,Bhrikuti Stock Broking Co. Pvt. Ltd.,Opal Securities Investment (PVT) Ltd.,2024-08-01T14:15:58.627808,Goodwill Finance Limited
880,2.02E+15,,GFCL,28,4,500,805,402500,8/1/2024,118386886,232,Shree Krishna Securities Ltd.,Opal Securities Investment (PVT) Ltd.,2024-08-01T14:15:58.627698,Goodwill Finance Limited
879,2.02E+15,,GFCL,53,4,300,805,241500,8/1/2024,118386884,232,Investment Management Nepal Pvt. Ltd.,Opal Securities Investment (PVT) Ltd.,2024-08-01T14:15:58.627609,Goodwill Finance Limited
878,2.02E+15,,GFCL,42,4,50,805,40250,8/1/2024,118386882,232,Sani Securities Company Ltd.,Opal Securities Investment (PVT) Ltd.,2024-08-01T14:15:58.627515,Goodwill Finance Limited
877,2.02E+15,,GFCL,32,4,65,805,52325,8/1/2024,118386880,232,Premier Securities Company Ltd.,Opal Securities Investment (PVT) Ltd.,2024-08-01T14:15:58.627297,Goodwill Finance Limited
876,2.02E+15,,GFCL,32,55,135,805,108675,8/1/2024,118386799,232,Premier Securities Company Ltd.,Bhrikuti Stock Broking Co. Pvt. Ltd.,2024-08-01T14:15:55.704627,Goodwill Finance Limited
875,2.02E+15,,GFCL,78,55,265,805,213325,8/1/2024,118386798,232,Garima Securities Limited,Bhrikuti Stock Broking Co. Pvt. Ltd.,2024-08-01T14:15:55.70439,Goodwill Finance Limited
874,2.02E+15,,GFCL,78,62,235,805,189175,8/1/2024,118386559,232,Garima Securities Limited,Capital Max Securities Ltd,2024-08-01T14:15:42.300051,Goodwill Finance Limited
873,2.02E+15,,GFCL,77,62,340,805,273700,8/1/2024,118386558,232,Nabil Stock Dealer Ltd.,Capital Max Securities Ltd,2024-08-01T14:15:42.299955,Goodwill Finance Limited
872,2.02E+15,,GFCL,14,62,500,805,402500,8/1/2024,118386556,232,Nepal Stock House (PVT) Ltd.,Capital Max Securities Ltd,2024-08-01T14:15:42.299868,Goodwill Finance Limited
871,2.02E+15,,GFCL,55,62,100,805,80500,8/1/2024,118386554,232,Bhrikuti Stock Broking Co. Pvt. Ltd.,Capital Max Securities Ltd,2024-08-01T14:15:42.299779,Goodwill Finance Limited
870,2.02E+15,,GFCL,59,62,20,805,16100,8/1/2024,118386552,232,Deevyaa Securities & Stock House Pvt. Ltd,Capital Max Securities Ltd,2024-08-01T14:15:42.299691,Goodwill Finance Limited
869,2.02E+15,,GFCL,34,62,135,805,108675,8/1/2024,118386550,232,Vision Securities Pvt. Ltd,Capital Max Securities Ltd,2024-08-01T14:15:42.299601,Goodwill Finance Limited
812,2.02E+15,,GFCL,34,59,160,805,128800,8/1/2024,118376563,232,Vision Securities Pvt. Ltd,Deevyaa Securities & Stock House Pvt. Ltd,2024-08-01T14:08:40.37111,Goodwill Finance Limited
811,2.02E+15,,GFCL,34,59,200,805,161000,8/1/2024,118376562,232,Vision Securities Pvt. Ltd,Deevyaa Securities & Stock House Pvt. Ltd,2024-08-01T14:08:40.370886,Goodwill Finance Limited
1242,2.02E+15,,GFCL,32,45,300,805.1,241530,8/1/2024,118484494,232,Premier Securities Company Ltd.,Imperial Securities Company Pvt. Ltd.,2024-08-01T14:59:50.797498,Goodwill Finance Limited
1241,2.02E+15,,GFCL,11,45,500,805.1,402550,8/1/2024,118484492,232,Malla & Malla Stock Broking Company Pvt. Limited,Imperial Securities Company Pvt. Ltd.,2024-08-01T14:59:50.797391,Goodwill Finance Limited
1025,2.02E+15,,GFCL,48,4,50,805.1,40255,8/1/2024,118414100,232,Trishakti Securities Public Limited,Opal Securities Investment (PVT) Ltd.,2024-08-01T14:34:11.733931,Goodwill Finance Limited
868,2.02E+15,,GFCL,61,62,100,805.1,80510,8/1/2024,118386548,232,BHOLE GANESH SECURITIES LTD,Capital Max Securities Ltd,2024-08-01T14:15:42.299511,Goodwill Finance Limited
815,2.02E+15,,GFCL,62,59,414,805.1,333311.4,8/1/2024,118376949,232,Capital Max Securities Ltd,Deevyaa Securities & Stock House Pvt. Ltd,2024-08-01T14:08:55.554142,Goodwill Finance Limited
814,2.02E+15,,GFCL,33,59,86,805.1,69238.6,8/1/2024,118376948,232,Dakshinkali Investment & Securities Pvt. Ltd.,Deevyaa Securities & Stock House Pvt. Ltd,2024-08-01T14:08:55.553916,Goodwill Finance Limited
813,2.02E+15,,GFCL,33,49,14,805.1,11271.4,8/1/2024,118376727,232,Dakshinkali Investment & Securities Pvt. Ltd.,Online Securities Pvt. Ltd.,2024-08-01T14:08:46.479013,Goodwill Finance Limited
1067,2.02E+15,,GFCL,39,45,298,805.2,239949.6,8/1/2024,118427161,232,Sumeru Securities Pvt. Ltd.,Imperial Securities Company Pvt. Ltd.,2024-08-01T14:41:40.062269,Goodwill Finance Limited
1066,2.02E+15,,GFCL,65,45,386,805.3,310845.8,8/1/2024,118427160,232,Sharepro Securities Private Limited,Imperial Securities Company Pvt. Ltd.,2024-08-01T14:41:40.062187,Goodwill Finance Limited
1061,2.02E+15,,GFCL,65,38,14,805.3,11274.2,8/1/2024,118426547,232,Sharepro Securities Private Limited,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,2024-08-01T14:41:15.803969,Goodwill Finance Limited
1065,2.02E+15,,GFCL,6,45,100,805.4,80540,8/1/2024,118427158,232,Agrawal Securities (PVT) Ltd.,Imperial Securities Company Pvt. Ltd.,2024-08-01T14:41:40.062112,Goodwill Finance Limited
1064,2.02E+15,,GFCL,10,45,200,805.4,161080,8/1/2024,118427156,232,Pragyan Securities (PVT) Ltd.,Imperial Securities Company Pvt. Ltd.,2024-08-01T14:41:40.062007,Goodwill Finance Limited
1240,2.02E+15,,GFCL,6,45,100,805.5,80550,8/1/2024,118484490,232,Agrawal Securities (PVT) Ltd.,Imperial Securities Company Pvt. Ltd.,2024-08-01T14:59:50.797276,Goodwill Finance Limited
1239,2.02E+15,,GFCL,14,45,340,805.5,273870,8/1/2024,118484488,232,Nepal Stock House (PVT) Ltd.,Imperial Securities Company Pvt. Ltd.,2024-08-01T14:59:50.797154,Goodwill Finance Limited
1105,2.02E+15,,GFCL,14,45,160,805.5,128880,8/1/2024,118439315,232,Nepal Stock House (PVT) Ltd.,Imperial Securities Company Pvt. Ltd.,2024-08-01T14:47:17.127906,Goodwill Finance Limited
1060,2.02E+15,,GFCL,48,38,40,805.5,32220,8/1/2024,118426238,232,Trishakti Securities Public Limited,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,2024-08-01T14:41:04.619963,Goodwill Finance Limited
1104,2.02E+15,,GFCL,42,45,40,805.6,32224,8/1/2024,118439314,232,Sani Securities Company Ltd.,Imperial Securities Company Pvt. Ltd.,2024-08-01T14:47:17.127623,Goodwill Finance Limited
1238,2.02E+15,,GFCL,35,45,60,806,48360,8/1/2024,118484486,232,Kohinoor Investment & Securities Pvt. Ltd.,Imperial Securities Company Pvt. Ltd.,2024-08-01T14:59:50.797042,Goodwill Finance Limited
1237,2.02E+15,,GFCL,13,45,500,806,403000,8/1/2024,118484484,232,Thrive Brokerage House Pvt. Ltd,Imperial Securities Company Pvt. Ltd.,2024-08-01T14:59:50.796932,Goodwill Finance Limited
1059,2.02E+15,,GFCL,38,38,50,806,40300,8/1/2024,118426236,232,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,2024-08-01T14:41:04.619843,Goodwill Finance Limited
1024,2.02E+15,,GFCL,13,4,325,806,261950,8/1/2024,118414098,232,Thrive Brokerage House Pvt. Ltd,Opal Securities Investment (PVT) Ltd.,2024-08-01T14:34:11.733686,Goodwill Finance Limited
1023,2.02E+15,,GFCL,13,55,100,806,80600,8/1/2024,118414009,232,Thrive Brokerage House Pvt. Ltd,Bhrikuti Stock Broking Co. Pvt. Ltd.,2024-08-01T14:34:10.616398,Goodwill Finance Limited
1021,2.02E+15,,GFCL,13,47,75,806,60450,8/1/2024,118413591,232,Thrive Brokerage House Pvt. Ltd,Neev Securities Pvt. Ltd.,2024-08-01T14:34:00.351267,Goodwill Finance Limited
1020,2.02E+15,,GFCL,17,47,250,806.1,201525,8/1/2024,118413590,232,ABC Securities Private Limited,Neev Securities Pvt. Ltd.,2024-08-01T14:34:00.351243,Goodwill Finance Limited
1236,2.02E+15,,GFCL,4,45,10,807,8070,8/1/2024,118484482,232,Opal Securities Investment (PVT) Ltd.,Imperial Securities Company Pvt. Ltd.,2024-08-01T14:59:50.796818,Goodwill Finance Limited
1235,2.02E+15,,GFCL,45,45,14,807,11298,8/1/2024,118484480,232,Imperial Securities Company Pvt. Ltd.,Imperial Securities Company Pvt. Ltd.,2024-08-01T14:59:50.796709,Goodwill Finance Limited
1159,2.02E+15,,GFCL,45,45,100,807,80700,8/1/2024,118461461,232,Imperial Securities Company Pvt. Ltd.,Imperial Securities Company Pvt. Ltd.,2024-08-01T14:54:50.368606,Goodwill Finance Limited
1158,2.02E+15,,GFCL,45,46,30,807,24210,8/1/2024,118461455,232,Imperial Securities Company Pvt. Ltd.,Kalika Securities Pvt. Ltd.,2024-08-01T14:54:50.15849,Goodwill Finance Limited
1154,2.02E+15,,GFCL,45,34,20,807,16140,8/1/2024,118459849,232,Imperial Securities Company Pvt. Ltd.,Vision Securities Pvt. Ltd,2024-08-01T14:54:17.8952,Goodwill Finance Limited
1153,2.02E+15,,GFCL,45,62,336,807,271152,8/1/2024,118458875,232,Imperial Securities Company Pvt. Ltd.,Capital Max Securities Ltd,2024-08-01T14:54:00.846599,Goodwill Finance Limited
1152,2.02E+15,,GFCL,56,62,400,807,322800,8/1/2024,118458874,232,Sri Hari Securities Pvt. Ltd.,Capital Max Securities Ltd,2024-08-01T14:54:00.846576,Goodwill Finance Limited
1151,2.02E+15,,GFCL,44,62,250,807,201750,8/1/2024,118458872,232,Dynamic Money Managers Securities Pvt. Ltd.,Capital Max Securities Ltd,2024-08-01T14:54:00.846551,Goodwill Finance Limited
1050,2.02E+15,,GFCL,18,41,98,807,79086,8/1/2024,118423847,232,Sagarmatha Securities Private Limited,Linch Stock Market Ltd.,2024-08-01T14:39:53.610944,Goodwill Finance Limited
1045,2.02E+15,,GFCL,18,32,40,807,32280,8/1/2024,118422591,232,Sagarmatha Securities Private Limited,Premier Securities Company Ltd.,2024-08-01T14:39:17.036885,Goodwill Finance Limited
1044,2.02E+15,,GFCL,18,1,10,807,8070,8/1/2024,118421831,232,Sagarmatha Securities Private Limited,Kumari Securities Private Limited,2024-08-01T14:38:53.204509,Goodwill Finance Limited
1034,2.02E+15,,GFCL,18,26,50,807,40350,8/1/2024,118417455,232,Sagarmatha Securities Private Limited,Asian Securities Private Ltd.,2024-08-01T14:36:08.384941,Goodwill Finance Limited
1019,2.02E+15,,GFCL,32,47,500,807,403500,8/1/2024,118413588,232,Premier Securities Company Ltd.,Neev Securities Pvt. Ltd.,2024-08-01T14:34:00.351216,Goodwill Finance Limited
1234,2.02E+15,,GFCL,29,45,100,807.1,80710,8/1/2024,118484478,232,Trisul Securities & Invt. Ltd.,Imperial Securities Company Pvt. Ltd.,2024-08-01T14:59:50.796599,Goodwill Finance Limited
1018,2.02E+15,,GFCL,84,47,100,807.6,80760,8/1/2024,118413586,232,MILKY WAY SHARE BROKER COMPANY LTD ,Neev Securities Pvt. Ltd.,2024-08-01T14:34:00.351184,Goodwill Finance Limited
1106,2.02E+15,,GFCL,11,58,20,807.9,16158,8/1/2024,118439525,232,Malla & Malla Stock Broking Company Pvt. Limited,Naasa Securities Co. Ltd.,2024-08-01T14:47:22.665817,Goodwill Finance Limited
1250,2.02E+15,,GFCL,55,10,46,808,37168,8/1/2024,118486034,232,Bhrikuti Stock Broking Co. Pvt. Ltd.,Pragyan Securities (PVT) Ltd.,2024-08-01T14:59:58.707791,Goodwill Finance Limited
1229,2.02E+15,,GFCL,6,55,94,808,75952,8/1/2024,118482940,232,Agrawal Securities (PVT) Ltd.,Bhrikuti Stock Broking Co. Pvt. Ltd.,2024-08-01T14:59:40.848633,Goodwill Finance Limited
1228,2.02E+15,,GFCL,8,55,35,808,28280,8/1/2024,118482939,232,Ashutosh Brokerage & Securities (PVT) Ltd.,Bhrikuti Stock Broking Co. Pvt. Ltd.,2024-08-01T14:59:40.848442,Goodwill Finance Limited
1227,2.02E+15,,GFCL,71,55,421,808,340168,8/1/2024,118482937,232,SHUBHAKAMANA SECURITIES PVT. LTD,Bhrikuti Stock Broking Co. Pvt. Ltd.,2024-08-01T14:59:40.848128,Goodwill Finance Limited
1215,2.02E+15,,GFCL,71,47,85,808,68680,8/1/2024,118479375,232,SHUBHAKAMANA SECURITIES PVT. LTD,Neev Securities Pvt. Ltd.,2024-08-01T14:59:16.706075,Goodwill Finance Limited
1180,2.02E+15,,GFCL,71,42,46,808,37168,8/1/2024,118469271,232,SHUBHAKAMANA SECURITIES PVT. LTD,Sani Securities Company Ltd.,2024-08-01T14:57:02.003721,Goodwill Finance Limited
1179,2.02E+15,,GFCL,45,42,19,808,15352,8/1/2024,118469270,232,Imperial Securities Company Pvt. Ltd.,Sani Securities Company Ltd.,2024-08-01T14:57:02.003685,Goodwill Finance Limited
1178,2.02E+15,,GFCL,45,57,41,808,33128,8/1/2024,118468631,232,Imperial Securities Company Pvt. Ltd.,Aryatara Investment & Securities,2024-08-01T14:56:50.412808,Goodwill Finance Limited
1177,2.02E+15,,GFCL,57,57,10,808,8080,8/1/2024,118468630,232,Aryatara Investment & Securities,Aryatara Investment & Securities,2024-08-01T14:56:50.412632,Goodwill Finance Limited
1169,2.02E+15,,GFCL,22,32,51,808,41208,8/1/2024,118465873,232,Siprabi Securities Pvt. Ltd.,Premier Securities Company Ltd.,2024-08-01T14:56:07.65334,Goodwill Finance Limited
1164,2.02E+15,,GFCL,38,59,100,808,80800,8/1/2024,118464157,232,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,Deevyaa Securities & Stock House Pvt. Ltd,2024-08-01T14:55:38.239682,Goodwill Finance Limited
1157,2.02E+15,,GFCL,11,45,500,808,404000,8/1/2024,118460873,232,Malla & Malla Stock Broking Company Pvt. Limited,Imperial Securities Company Pvt. Ltd.,2024-08-01T14:54:34.970506,Goodwill Finance Limited
1150,2.02E+15,,GFCL,57,62,200,808,161600,8/1/2024,118458870,232,Aryatara Investment & Securities,Capital Max Securities Ltd,2024-08-01T14:54:00.846514,Goodwill Finance Limited
1149,2.02E+15,,GFCL,45,62,99,808,79992,8/1/2024,118458868,232,Imperial Securities Company Pvt. Ltd.,Capital Max Securities Ltd,2024-08-01T14:54:00.846492,Goodwill Finance Limited
1148,2.02E+15,,GFCL,22,62,235,808,189880,8/1/2024,118458866,232,Siprabi Securities Pvt. Ltd.,Capital Max Securities Ltd,2024-08-01T14:54:00.846467,Goodwill Finance Limited
1144,2.02E+15,,GFCL,22,45,35,808,28280,8/1/2024,118455329,232,Siprabi Securities Pvt. Ltd.,Imperial Securities Company Pvt. Ltd.,2024-08-01T14:52:47.80419,Goodwill Finance Limited
1143,2.02E+15,,GFCL,45,45,165,808,133320,8/1/2024,118455327,232,Imperial Securities Company Pvt. Ltd.,Imperial Securities Company Pvt. Ltd.,2024-08-01T14:52:47.80393,Goodwill Finance Limited
1141,2.02E+15,,GFCL,45,8,335,808,270680,8/1/2024,118455235,232,Imperial Securities Company Pvt. Ltd.,Ashutosh Brokerage & Securities (PVT) Ltd.,2024-08-01T14:52:47.689417,Goodwill Finance Limited
1140,2.02E+15,,GFCL,49,8,50,808,40400,8/1/2024,118455234,232,Online Securities Pvt. Ltd.,Ashutosh Brokerage & Securities (PVT) Ltd.,2024-08-01T14:52:47.68931,Goodwill Finance Limited
1139,2.02E+15,,GFCL,17,8,100,808,80800,8/1/2024,118455232,232,ABC Securities Private Limited,Ashutosh Brokerage & Securities (PVT) Ltd.,2024-08-01T14:52:47.6892,Goodwill Finance Limited
